Label,ugz_txt_Municipio__c,ugz_txt_MunicipioSemAcento__c,ugz_txt_UnidadeFederativa__c,ugz_txt_UnidadeFederativaSemAcento__c,ugz_txt_uf,ugz_txt_FilaNucleoEmpresarial__c,ugz_txt_FilaNucleoRevenda__c,ugz_txt_FilaNucleoIndustrialEnvasado__c
3550308,São Paulo,Sao Paulo,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp,Lead SP - Domiciliar, ugz_MM_Ind_Envasado_Centro_Leste_Oeste
3518800,Guarulhos,Guarulhos,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3548708,São Bernardo do Campo,Sao Bernardo Do Campo,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3549904,São José dos Campos,Sao Jose Dos Campos,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3547809,Santo André,Santo Andre,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3534401,Osasco,Osasco,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3529401,Mauá,Maua,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3530607,Mogi das Cruzes,Mogi Das Cruzes,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3548500,Santos,Santos,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3513801,Diadema,Diadema,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3510609,Carapicuíba,Carapicuiba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3523107,Itaquaquecetuba,Itaquaquecetuba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3551009,São Vicente,Sao Vicente,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3541000,Praia Grande,Praia Grande,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3518701,Guarujá,Guaruja,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3554102,Taubaté,Taubate,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3552502,Suzano,Suzano,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3552809,Taboão da Serra,Taboao Da Serra,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3505708,Barueri,Barueri,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3515004,Embu das Artes,Embu Das Artes,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3513009,Cotia,Cotia,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3522505,Itapevi,Itapevi,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3524402,Jacareí,Jacarei,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3515707,Ferraz de Vasconcelos,Ferraz De Vasconcelos,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3522208,Itapecerica da Serra,Itapecerica Da Serra,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3516309,Francisco Morato,Francisco Morato,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3538006,Pindamonhangaba,Pindamonhangaba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3548807,São Caetano do Sul,Sao Caetano Do Sul,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Centro_Dom, ugz_MM_Ind_Envasado_Centro
3516408,Franco da Rocha,Franco Da Rocha,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3504107,Atibaia,Atibaia,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3547304,Santana de Parnaíba,Santana De Parnaiba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3513504,Cubatão,Cubatao,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3525003,Jandira,Jandira,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3543303,Ribeirão Pires,Ribeirao Pires,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3510500,Caraguatatuba,Caraguatatuba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3539806,Poá,Poa,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3522109,Itanhaém,Itanhaem,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3509007,Caieiras,Caieiras,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3528502,Mairiporã,Mairipora,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3555406,Ubatuba,Ubatuba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3503901,Arujá,Aruja,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3550704,São Sebastião,Sao Sebastiao,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3527207,Lorena,Lorena,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3513405,Cruzeiro,Cruzeiro,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3509205,Cajamar,Cajamar,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3515103,Embu-Guaçu,Embu-Guacu,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3537602,Peruíbe,Peruibe,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3506359,Bertioga,Bertioga,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3546801,Santa Isabel,Santa Isabel,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3531100,Mongaguá,Mongagua,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3542602,Registro,Registro,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3556453,Vargem Grande Paulista,Vargem Grande Paulista,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3509700,Campos do Jordão,Campos Do Jordao,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3544103,Rio Grande da Serra,Rio Grande Da Serra,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp,ugz_NUC_Leste_Dom, ugz_MM_Ind_Envasado_Leste
3554805,Tremembé,Tremembe,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3502507,Aparecida,Aparecida,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3520400,Ilhabela,Ilhabela,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3508603,Cachoeira Paulista,Cachoeira Paulista,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3506607,Biritiba Mirim,Biritiba Mirim,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3526209,Juquitiba,Juquitiba,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3520301,Iguape,Iguape,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3518305,Guararema,Guararema,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3509254,Cajati,Cajati,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3538600,Piracaia,Piracaia,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3507100,Bom Jesus dos Perdões,Bom Jesus Dos Perdoes,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3540754,Potim,Potim,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3513603,Cunha,Cunha,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3529906,Miracatu,Miracatu,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3539103,Pirapora do Bom Jesus,Pirapora Do Bom Jesus,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3526100,Juquiá,Juquia,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3532405,Nazaré Paulista,Nazare Paulista,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3535606,Paraibuna,Paraibuna,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3524600,Jacupiranga,Jacupiranga,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3523305,Itariri,Itariri,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3545001,Salesópolis,Salesopolis,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3549953,São Lourenço da Serra,Sao Lourenco Da Serra,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Maua_Emp_NUC_Barueri_Emp, ugz_NUC_Oeste_Dom,ugz_MM_Ind_Envasado_Oeste
3514809,Eldorado,Eldorado,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3546009,Santa Branca,Santa Branca,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3541901,Queluz,Queluz,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3538501,Piquete,Piquete,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3525508,Joanópolis,Joanopolis,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3551801,Sete Barras,Sete Barras,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3509908,Cananéia,Cananeia,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3537206,Pedro de Toledo,Pedro De Toledo,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3520426,Ilha Comprida,Ilha Comprida,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3504909,Bananal,Bananal,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3548609,São Bento do Sapucaí,Sao Bento Do Sapucai,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3544301,Roseira,Roseira,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3550001,São Luiz do Paraitinga,Sao Luiz Do Paraitinga,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3505401,Barra do Turvo,Barra Do Turvo,SÃO PAULO,SAO PAULO,SP,ugz_NUC_Santos_Emp, ugz_NUC_Santos_Dom, ugz_MM_Ind_Envasado_Santos
3526605,Lavrinhas,Lavrinhas,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3548203,Santo Antônio do Pinhal,Santo Antonio Do Pinhal,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3524907,Jambeiro,Jambeiro,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3532306,Natividade da Serra,Natividade Da Serra,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3552007,Silveiras,Silveiras,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3509957,Canas,Canas,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3526308,Lagoinha,Lagoinha,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3531704,Monteiro Lobato,Monteiro Lobato,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3549607,São José do Barreiro,Sao Jose Do Barreiro,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3503505,Areias,Areias,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3542305,Redenção da Serra,Redencao Da Serra,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
3503158,Arapeí,Arapei,SÃO PAULO,SAO PAULO,SP,ugz_NUC_SJC_Emp, ugz_NUC_SJC_Dom,ugz_MM_Ind_Envasado_SJC
2927408,Salvador,Salvador,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,
2910800,Feira de Santana,Feira De Santana,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2933307,Vitória da Conquista,Vitoria Da Conquista,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2905701,Camaçari,Camacari,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,
2918407,Juazeiro,Juazeiro,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,
2914802,Itabuna,Itabuna,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2919207,Lauro de Freitas,Lauro De Freitas,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,
2931350,Teixeira de Freitas,Teixeira De Freitas,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2913606,Ilhéus,Ilheus,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2903201,Barreiras,Barreiras,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,
2918001,Jequié,Jequie,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2900702,Alagoinhas,Alagoinhas,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2925303,Porto Seguro,Porto Seguro,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2930709,Simões Filho,Simoes Filho,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,
2924009,Paulo Afonso,Paulo Afonso,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Aracaju_Maceio_Dom,
2910727,Eunápolis,Eunapolis,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2928703,Santo Antônio de Jesus,Santo Antonio De Jesus,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2932903,Valença,Valenca,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2919553,Luís Eduardo Magalhães,Luis Eduardo Magalhaes,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,
2906501,Candeias,Candeias,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2911709,Guanambi,Guanambi,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2910057,Dias d'Ávila,Dias D'Avila,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp, ugz_NUC_Salvador_Dom,
2930501,Serrinha,Serrinha,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2917508,Jacobina,Jacobina,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2930105,Senhor do Bonfim,Senhor Do Bonfim,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2916401,Itapetinga,Itapetinga,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2914604,Irecê,Irece,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2907202,Casa Nova,Casa Nova,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,
2906006,Campo Formoso,Campo Formoso,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2903904,Bom Jesus da Lapa,Bom Jesus Da Lapa,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2904605,Brumado,Brumado,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2908408,Conceição do Coité,Conceicao Do Coite,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2914703,Itaberaba,Itaberaba,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2915601,Itamaraju,Itamaraju,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2909802,Cruz das Almas,Cruz Das Almas,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2910701,Euclides da Cunha,Euclides Da Cunha,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2928604,Santo Amaro,Santo Amaro,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2914000,Ipirá,Ipira,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2907509,Catu,Catu,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2917607,Jaguaquara,Jaguaquara,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2902104,Araci,Araci,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2926608,Ribeira do Pombal,Ribeira Do Pombal,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2902708,Barra,Barra,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Juazeiro_BA_Dom,
2928802,Santo Estêvão,Santo Estevao,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2905206,Caetité,Caetite,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2931905,Tucano,Tucano,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2919801,Macaúbas,Macaubas,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2921500,Monte Santo,Monte Santo,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2921005,Mata de São João,Mata De Sao Joao,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2925105,Poções,Pocoes,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2933604,Xique-Xique,Xique-Xique,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2919504,Livramento de Nossa Senhora,Livramento De Nossa Senhora,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2913903,Ipiaú,Ipiau,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2920601,Maragogipe,Maragogipe,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2929503,São Sebastião do Passé,Sao Sebastiao Do Passe,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2929909,Seabra,Seabra,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
2923001,Nova Viçosa,Nova Vicosa,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Sul_BA_Dom,
2933208,Vera Cruz,Vera Cruz,BAHIA,BAHIA,BA,ugz_NUC_Bahia_Emp,ugz_NUC_Norte_BA_Dom,
